NAME,NICKNAME,DIVISION,GENRE,WIN,LOSSES,DRAWS,Actif,ÂGE,LA TAILLE,POIDS,DÉBUT DE L'OCTOGONE,Title_holder,PERMANENT,CLINCH,SOL,KO/TKO,DEC,SUB,sig_str_head,sig_str_body,sig_str_leg,PRÉCISION SAISISSANTE,PRÉCISION DE TAKEDOWN,SIG. STR. A ATTERRI,SIG. FRAPPES ENCAISSÉES,TAKEDOWN AVG,ENVOI AVG,SIG. STR.DÉFENSE,DÉFENSE DE DÉMOLITION,KNOCKDOWN AVG,TEMPS DE COMBAT MOYEN,img_cbt,STYLE DE COMBAT,REACH,PORTÉE DE LA JAMBE,Style de combat,DOB
CAMERON VANCAMP,"""JUMPMAN""",Lightweight Division,Male,15.0,7.0,1.0,False,30.0,74.0,155.5,"MAY. 7, 2022",False,34.0,0.0,0.0,4.0,2.0,9.0,16.0,8.0,10.0,0.48,0.0,5.31,6.41,0.0,0.0,0.41,0.0,0.0,192.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-11/84794%252Fprofile-galery%252Ffullbodyleft-picture%252FVANCAMP_CAMERON_L_09-18.png?itok=5GGnvYcK,,74.0,41.5,Switch,"Apr 27, 1993"
JARED VANDERAA,,Heavyweight Division,Male,12.0,10.0,0.0,False,31.0,76.0,265.0,"FEB. 20, 2021",False,359.0,45.0,16.0,7.0,2.0,3.0,221.0,91.0,108.0,0.45,0.5,4.96,5.67,0.18,0.0,0.45,0.2,0.0,635.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-05/c7e5b3c5-f3a4-406a-b925-9b8f57aebfbd%252FVANDERAA_JARED_L_04-09.png?itok=vTd0v6B2,MMA,80.0,43.0,Orthodox,"May 12, 1992"
AUSTIN VANDERFORD,,Welterweight Division,Male,4.0,0.0,0.0,False,33.0,71.0,170.5,"DEC. 20, 2024",False,19.0,3.0,8.0,0.0,0.0,1.0,24.0,4.0,2.0,0.53,0.0,3.9,5.19,0.0,1.95,0.45,1.0,0.0,462.0,NO,,,,Orthodox,"Mar 21, 1990"
LANDO VANNATA,"""GROOVY""",Lightweight Division,Male,12.0,7.0,2.0,True,31.0,69.0,156.0,"JUL. 14, 2016",False,597.0,53.0,34.0,4.0,3.0,5.0,342.0,174.0,168.0,0.45,0.38,4.52,4.76,1.09,0.3,0.55,0.69,0.5,699.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-04/VANNATA_LANDO_L_04-15.png?itok=_eu24FNU,MMA,71.0,39.0,Orthodox,"Mar 14, 1992"
PAIGE VANZANT,"""12 GAUGE""",Women's Flyweight Division,Female,8.0,5.0,0.0,False,29.0,64.0,126.0,"NOV. 22, 2014",False,109.0,104.0,102.0,2.0,3.0,3.0,197.0,79.0,39.0,0.52,0.33,3.35,2.62,1.27,1.0,0.43,0.34,0.16,628.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-01/VANZANT_PAIGE_L.png?VersionId=rDvHkKI517fjEl4bZXcbza533TPWxUDr&itok=OYyDwaRh,,65.0,37.0,Orthodox,"Mar 26, 1994"
PAUL VARELANS,,,Male,9.0,9.0,0.0,False,,80.0,300.0,"JUL. 14, 1995",False,,,,2.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,Orthodox,
KAZULA VARGAS,,Lightweight Division,Male,12.0,5.0,0.0,False,37.0,68.0,155.0,"AUG. 10, 2019",False,118.0,6.0,14.0,7.0,2.0,3.0,77.0,38.0,23.0,0.54,0.25,3.65,1.77,0.4,0.4,0.58,0.3,0.0,568.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/71570%252Fprofile-galery%252Ffullbodyleft-picture%252FVARGAS_KAZULA_L_04-24.png?itok=k2CP-0dz,FREESTYLE,71.5,37.0,Southpaw,"Aug 15, 1985"
JAMIE VARNER,,Lightweight Division,Male,21.0,11.0,1.0,False,38.0,68.0,156.0,"AUG. 26, 2006",False,,,,4.0,2.0,1.0,,,,0.34,0.53,2.92,2.55,3.49,0.8,0.58,0.66,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Jamie_Varner/Jamie_Varner_UFC164-2013-08-28-0052.png?VersionId=CfP0P1EPb1_CGyuPwxg2l_imUsy2DNx0&itok=y4OsdbfV,,72.0,,Orthodox,"Oct 12, 1984"
GUILHERME VASCONCELOS,"""BOMBA""",Middleweight Division,Male,9.0,4.0,0.0,False,,72.0,185.0,"JUL. 5, 2014",False,48.0,1.0,0.0,0.0,0.0,0.0,29.0,9.0,11.0,0.3,0.0,3.27,4.4,0.0,0.0,0.71,0.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/8b71062e-505a-41fa-8b22-e3b2eb8ea0c8%252Fguilherme-vasconcelos_477632_LeftFullBodyImage.png?itok=Ac9ywYLY,,,,Orthodox,"Mar 23, 1986"
YURI VAULIN,,Lightweight Division,Male,0.0,1.0,0.0,False,,76.0,197.0,"JUL. 27, 1997",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,Southpaw,
MANNY VAZQUEZ,,Flyweight Division,Male,11.0,2.0,0.0,True,29.0,70.0,125.8,"JUL. 11, 2017",False,15.0,4.0,3.0,1.0,4.0,6.0,14.0,6.0,2.0,0.42,0.33,1.47,2.67,1.0,1.0,0.49,0.0,1.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/787b7f3c-b592-466c-8379-501ca09570c2%252FManny-Vazquez_631435_LeftFullBodyImage.png?itok=h6rhXsJz,,72.0,39.0,Orthodox,"Nov 19, 1993"
JAVIER VAZQUEZ,"""SHOWTIME""",Featherweight Division,Male,16.0,5.0,0.0,False,45.0,67.0,146.0,"JUN. 27, 2011",False,,,,0.0,1.0,2.0,,,,0.36,0.52,2.43,1.99,2.56,1.5,0.72,0.57,,,NO,,69.0,,Southpaw,"Jul 16, 1977"
MATT VEACH,,Lightweight Division,Male,17.0,5.0,0.0,False,42.0,71.0,155.0,"FEB. 7, 2009",False,,,,1.0,0.0,0.0,,,,0.28,0.38,1.12,4.91,3.64,1.5,0.44,1.0,,,NO,,,,Orthodox,"May 31, 1981"
JOE VEDEPO,"""THE DOCTOR""",Middleweight Division,Male,18.0,9.0,0.0,False,,72.0,185.0,"SEP. 17, 2008",False,3.0,8.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.52,0.25,3.28,23.88,4.48,0.0,0.38,0.0,0.0,101.0,NO,,,,Orthodox,
KELLY VELASCO,"""KILLER""",Women's Bantamweight Division,Female,2.0,2.0,0.0,True,28.0,69.0,135.0,"AUG. 29, 2017",False,31.0,3.0,0.0,1.0,1.0,0.0,24.0,7.0,3.0,0.35,0.0,2.27,5.67,0.0,0.0,0.48,1.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/78eca572-728c-4edb-b166-7d09b5bbc713%252FKelly-Velasco_636456_LeftFullBodyImage.png?itok=SFPkNCkv,,,,Orthodox,"May 21, 1995"
GREG VELASCO,,Heavyweight Division,Male,6.0,1.0,0.0,True,,74.0,265.0,"DEC. 20, 2024",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,158.0,NO,,70.0,,Southpaw,"Sep 23, 1993"
DAVID VELASQUEZ,,Lightweight Division,Male,10.0,10.0,0.0,False,,65.0,145.0,"MAR. 10, 2000",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,Orthodox,
CAIN VELASQUEZ,,Heavyweight Division,Male,14.0,3.0,0.0,False,40.0,73.5,248.0,"APR. 19, 2008",False,,,,12.0,2.0,0.0,,,,0.57,0.45,6.37,2.33,5.13,0.4,0.57,0.85,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67538/profile-galery/fullbodyleft-picture/Cain-Velasquez_899_LeftFullBodyImage.png?VersionId=EonoSX_uAxLzMjcEPHdUcqt44I2rooYr&itok=sbRE_Wyq,,77.0,41.0,Orthodox,"Jul 28, 1982"
BOJAN VELICKOVIC,"""SERBIAN STEEL""",Welterweight Division,Male,15.0,6.0,1.0,False,34.0,72.0,170.0,"APR. 10, 2016",False,166.0,19.0,10.0,4.0,3.0,8.0,93.0,29.0,73.0,0.35,0.25,2.18,2.31,0.67,0.5,0.58,0.55,0.17,896.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/4fee75b5-8b61-4c02-904a-7dda3384d9a6%252Fbojan-velickovic_579876_LeftFullBodyImage.png?itok=7KW3EpV9,,76.0,41.0,Southpaw,"Dec 18, 1988"
KARLOS VEMOLA,,Middleweight Division,Male,17.0,5.0,0.0,False,37.0,72.0,186.0,"JUL. 3, 2010",False,,,,1.0,0.0,1.0,,,,0.44,0.25,1.67,2.13,1.93,1.7,0.37,0.31,,,NO,,75.0,,Orthodox,"Jul 03, 1985"
LUIGI VENDRAMINI,"""THE ITALIAN STALLION""",Lightweight Division,Male,9.0,3.0,0.0,False,27.0,68.0,155.5,"SEP. 23, 2018",False,62.0,6.0,8.0,5.0,0.0,4.0,45.0,18.0,13.0,0.41,0.15,2.82,3.82,1.11,0.6,0.58,1.0,0.56,404.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/VENDRAMINI_LUIGI_L_06-12.png?itok=CuiuySGR,FREESTYLE,73.0,38.0,Orthodox,"Jan 16, 1996"
KERRY VERA,,Women's Bantamweight Division,Female,2.0,0.0,0.0,False,,67.0,135.0,"DEC. 20, 2024",False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Fighter_fullLength_Shadow-woman-blue.png?VersionId=SaZSiHq6Es28JDi9_jfSTmRNG4l_XkBS&itok=DWjj5ONS,,,,Orthodox,
CARLOS VERA,"""PEQUENO""",Bantamweight Division,Male,18.0,15.0,0.0,True,36.0,73.0,170.0,"DEC. 9, 2023",False,6.0,1.0,5.0,1.0,5.0,5.0,7.0,1.0,4.0,0.48,0.0,0.8,2.53,0.0,0.0,0.46,0.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/VERA_CARLOS_L_02-17.png?itok=ljwzzQyV,JIU-JITSU,69.5,,,"May 17, 1982"
BRANDON VERA,"""THE TRUTH""",Heavyweight Division,Male,15.0,7.0,0.0,False,45.0,75.0,241.0,"OCT. 3, 2005",False,,,,6.0,3.0,1.0,,,,0.56,0.53,3.03,2.81,0.7,0.2,0.52,0.59,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/562089c4-28f7-4288-b2e2-b786d998d301%252FBrandon-Vera_815_RightFullBodyImage.png?itok=p8UhgTXS,,78.0,,Orthodox,"Oct 10, 1977"
MARLON VERA,"""CHITO""",Bantamweight Division,Male,23.0,15.0,1.0,True,32.0,73.0,170.0,"NOV. 15, 2014",False,1087.0,144.0,151.0,8.0,5.0,10.0,745.0,294.0,343.0,0.49,0.39,4.27,5.37,0.51,0.83,0.5,0.73,0.56,809.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/VERA_MARLON_L_08-03.png?itok=R1Qh-dwJ,GRAPPLER,70.5,40.5,,"May 17, 1982"
ISIS VERBEEK,,Women's Strawweight Division,Female,5.0,2.0,0.0,True,28.0,64.0,115.0,"DEC. 20, 2024",False,27.0,20.0,0.0,0.0,0.0,0.0,13.0,25.0,9.0,0.44,0.0,3.13,3.53,0.0,0.0,0.54,0.67,0.0,900.0,NO,,64.0,,Orthodox,"Jan 12, 1995"
ERNIE VERDICIA,,,Male,0.0,1.0,0.0,False,,71.0,199.0,"APR. 7, 1995",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,Orthodox,
JOE VERES,"""MIGHTY""",Lightweight Division,Male,5.0,3.0,0.0,False,45.0,67.0,155.0,"SEP. 19, 2007",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.27,0.0,0.0,173.0,NO,,,,Orthodox,"Nov 09, 1977"
NIKOLAY VERETENNIKOV,,Welterweight Division,Male,12.0,5.0,0.0,True,34.0,73.0,170.5,"AUG. 10, 2024",False,86.0,9.0,7.0,9.0,0.0,1.0,51.0,38.0,13.0,0.6,0.0,3.4,3.33,0.0,0.0,0.55,0.6,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/VERETENNIKOV_NIKOLAY_L_08-10.png?itok=NKccNptq,SAMBO,75.0,44.0,Orthodox,"Dec 22, 1989"
CJ VERGARA,,Flyweight Division,Male,12.0,6.0,1.0,True,33.0,66.0,126.0,"NOV. 6, 2021",False,293.0,41.0,84.0,7.0,5.0,0.0,211.0,153.0,54.0,0.57,0.0,5.1,4.74,0.0,0.2,0.53,0.61,0.37,614.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/VERGARA_CJ_L_10-12.png?itok=gvbltAAe,FREESTYLE,68.0,37.0,Orthodox,"Jun 18, 1991"
RENATO VERISSIMO,"""CHARUTO""",Welterweight Division,Male,7.0,5.0,0.0,False,49.0,73.0,170.0,"JAN. 31, 2004",False,,,,0.0,1.0,0.0,,,,0.48,0.3,0.92,1.87,1.46,2.5,0.47,0.5,,,NO,,,,Orthodox,"Aug 03, 1973"
MARVIN VETTORI,"""THE ITALIAN DREAM""",Middleweight Division,Male,19.0,7.0,1.0,True,31.0,72.0,185.5,"AUG. 21, 2016",False,982.0,78.0,96.0,2.0,7.0,9.0,896.0,132.0,128.0,0.46,0.45,4.56,4.24,1.66,0.5,0.57,0.69,0.06,1015.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/VETTORI_MARVIN_L_06-17.png?itok=CoQM2Zp8,MMA,74.0,41.0,Southpaw,"Sep 20, 1993"
HUGO VIANA,"""WOLVERINE""",Bantamweight Division,Male,8.0,4.0,0.0,False,40.0,66.0,136.0,"JUN. 24, 2012",False,179.0,14.0,12.0,1.0,7.0,0.0,131.0,58.0,16.0,0.39,0.07,3.05,3.2,0.22,0.0,0.58,0.5,0.89,673.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/0f5edce2-c70e-4416-9393-15be46b16a05%252FHugo-Viana_242245_LeftFullBodyImage.png?itok=pZqA35vr,,67.0,,Orthodox,"Sep 26, 1982"
POLYANA VIANA,"""DAMA DE FERRO""",Women's Strawweight Division,Female,13.0,7.0,0.0,True,31.0,65.0,119.0,"FEB. 4, 2018",False,174.0,18.0,26.0,5.0,0.0,8.0,110.0,66.0,42.0,0.41,0.33,2.99,2.65,0.82,1.9,0.54,0.39,0.21,437.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-08/VIANA_POLYANA_L_08-12.png?itok=SxOQowP7,JIU-JITSU,67.0,38.5,Orthodox,"Jun 14, 1992"
JAMES VICK,"""THE TEXECUTIONER""",Welterweight Division,Male,13.0,5.0,0.0,False,36.0,75.0,170.5,"AUG. 17, 2013",False,422.0,31.0,19.0,3.0,5.0,5.0,288.0,116.0,68.0,0.4,0.33,4.13,3.31,0.26,0.7,0.61,0.58,0.52,490.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-02/VICK_JAMES_L.png?VersionId=tRTOdm6pLZnYO_vB0I5R3bKqbTioB3B8&itok=Ul69qp1N,BOXER,76.0,43.0,Orthodox,"Feb 23, 1987"
TAMIRES VIDAL,"""TRACTOR """,Women's Bantamweight Division,Female,7.0,4.0,0.0,False,26.0,66.0,135.5,"NOV. 5, 2022",False,112.0,14.0,0.0,1.0,4.0,2.0,45.0,21.0,60.0,0.53,0.0,2.91,4.46,0.0,0.7,0.49,0.36,0.35,649.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/7/VIDAL_TAMIRES_L_05-18.png?itok=LiW5Duqx,BRAZILIAN JIU-JITSU,68.0,38.0,Orthodox,"Jul 27, 1998"
RODOLFO VIEIRA,,Middleweight Division,Male,10.0,2.0,0.0,True,34.0,72.0,198.0,"AUG. 10, 2019",False,151.0,8.0,24.0,1.0,0.0,9.0,148.0,11.0,24.0,0.55,0.3,3.19,4.6,4.18,1.6,0.49,1.0,0.0,492.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/VIEIRA_RODOLFO_L_02-10.png?itok=BTMtgC3u,BRAZILIAN JIU-JITSU,73.0,39.5,Orthodox,"Sep 25, 1989"
MILTON VIEIRA,"""MILTINHO""",Featherweight Division,Male,13.0,8.0,2.0,False,,72.0,146.0,"JUN. 24, 2012",False,39.0,5.0,7.0,0.0,0.0,1.0,28.0,17.0,6.0,0.36,0.53,1.13,2.36,2.67,0.7,0.48,0.13,0.0,747.0,NO,,,,Orthodox,"Oct 04, 1978"
REGINALDO VIEIRA,,Bantamweight Division,Male,14.0,5.0,0.0,False,40.0,72.0,185.0,"AUG. 1, 2015",False,101.0,17.0,25.0,0.0,4.0,10.0,76.0,35.0,32.0,0.54,0.3,3.76,4.6,4.18,1.6,0.59,1.0,0.0,761.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/e10f9cc1-d11c-42f2-957c-361ae8aa2a63%252Freginaldo-vieira_539490_LeftFullBodyImage.png?itok=Ry4aYFIg,,73.0,38.0,Orthodox,"Sep 25, 1989"
KETLEN VIEIRA,"""FENOMENO""",Women's Bantamweight Division,Female,14.0,4.0,0.0,True,33.0,68.0,136.0,"OCT. 2, 2016",False,414.0,94.0,30.0,2.0,8.0,4.0,412.0,78.0,48.0,0.41,0.45,2.92,3.9,1.39,0.6,0.51,0.89,0.0,921.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/3/VIEIRA_KETLEN_L_10-05.png?itok=z-Hw7nY8,JUDO,68.0,39.5,Orthodox,"Aug 26, 1991"
STEVE VIGNEAULT,"""LION HEART""",Middleweight Division,Male,12.0,6.0,0.0,False,45.0,70.0,185.0,"MAR. 4, 2006",False,,,,0.0,0.0,0.0,,,,0.28,0.0,2.19,5.75,0.0,0.0,0.44,1.0,,,NO,,,,Orthodox,"Feb 14, 1978"
GIAN VILLANTE,,Heavyweight Division,Male,17.0,14.0,0.0,False,37.0,75.0,260.6,"JAN. 8, 2012",False,887.0,74.0,68.0,10.0,5.0,2.0,665.0,141.0,223.0,0.44,0.23,4.38,5.47,0.45,0.0,0.55,0.83,0.32,652.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-11/68015%252Fprofile-galery%252Ffullbodyleft-picture%252FVILLANTE_GIAN_L_11-06.png?itok=MTO_ehaz,,76.0,43.5,Orthodox,"Aug 18, 1985"
IKE VILLANUEVA,"""HURRICANE""",Light Heavyweight Division,Male,18.0,14.0,0.0,False,39.0,73.0,205.5,"MAY. 13, 2020",False,78.0,11.0,3.0,15.0,3.0,0.0,72.0,18.0,2.0,0.38,0.5,3.66,7.24,0.6,0.0,0.36,1.0,0.6,251.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/VILLANUEVA_IKE_L_06-26.png?itok=RZmSakW9,STRIKER,73.0,39.0,Orthodox,"Apr 04, 1984"
ARMANDO VILLARREAL,"""LA LUMBRE""",Bantamweight Division,Male,5.0,2.0,0.0,False,33.0,67.0,135.0,"DEC. 20, 2024",False,11.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,4.0,0.56,0.25,3.23,4.3,3.23,0.0,0.52,0.0,0.0,279.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/97344601-ef63-4410-bd6b-98ea6b3171b2%252FVILLARREAL_ARMANDO_R.png?itok=jSVqCFe4,JIU-JITSU,66.0,,Southpaw,"Aug 08, 1989"
YURI VILLEFORT,,Welterweight Division,Male,10.0,5.0,0.0,False,32.0,72.0,170.0,"MAY. 20, 2012",False,117.0,9.0,17.0,2.0,1.0,3.0,66.0,30.0,47.0,0.43,0.35,3.18,5.42,2.0,0.33,0.56,0.4,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Yuri_Villefort/YuriVillefort_UFC157_017.png?VersionId=Sa6_SJHt1tj5N9_L4MT.q8pMtG.g479e&itok=TWqYib0k,,73.0,,Orthodox,"Mar 23, 1991"
DANILLO VILLEFORT,"""INDIO""",Welterweight Division,Male,15.0,5.0,0.0,False,40.0,73.0,185.0,"AUG. 8, 2009",False,,,,1.0,0.0,0.0,,,,0.37,0.66,2.86,2.4,1.71,1.7,0.68,0.33,,,NO,,,,Orthodox,"May 08, 1983"
MARCOS VINICIUS,"""VINA""",Flyweight Division,Male,23.0,11.0,1.0,False,43.0,69.0,136.0,"JUN. 24, 2012",False,35.0,14.0,10.0,7.0,0.0,13.0,34.0,13.0,12.0,0.49,0.0,1.93,2.91,0.0,0.5,0.47,0.25,0.0,611.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/5696e327-9af0-4e83-b26c-ed0a1041583c%252FMarcos-Vinicius_242242_LeftFullBodyImage.png?itok=5gGe7DRW,,,,Orthodox,"Dec 05, 1979"
FALANIKO VITALE,"""NIKO""",Middleweight Division,Male,30.0,11.0,0.0,False,48.0,73.0,185.0,"JUN. 6, 2003",False,,,,2.0,0.0,0.0,,,,0.49,0.33,1.88,3.68,0.72,0.0,0.47,0.86,,,NO,,,,Orthodox,"Jul 14, 1974"
CHEYANNE VLISMAS,"""THE WARRIOR PRINCESS""",Women's Strawweight Division,Female,7.0,3.0,0.0,True,27.0,63.0,115.5,"MAR. 20, 2021",False,238.0,41.0,22.0,2.0,5.0,0.0,221.0,61.0,19.0,0.51,0.33,4.93,2.57,0.25,0.25,0.65,0.67,0.25,732.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-12/VLISMAS_CHEYANNE_L_12-17.png?itok=ApVRumQ-,MMA,63.0,36.0,Switch,"Jun 25, 1995"
BOBBY VOELKER,"""VICIOUS""",Welterweight Division,Male,24.0,13.0,0.0,False,44.0,72.0,170.5,"MAR. 16, 2013",False,120.0,55.0,16.0,19.0,5.0,0.0,123.0,36.0,32.0,0.35,0.5,4.01,6.69,1.19,0.0,0.42,0.67,0.0,756.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Bobby_Voelker/BobbyVoelker_FOX8_020.png?VersionId=bV8RGG4.jiLxAuw.M3P.lXKXwzAirIxH&itok=ycU0bl6u,,74.0,,Orthodox,"Apr 26, 1979"
MATEO VOGEL,,Featherweight Division,Male,8.0,3.0,0.0,True,27.0,68.0,145.0,"DEC. 20, 2024",False,64.0,3.0,0.0,0.0,0.0,0.0,31.0,6.0,30.0,0.46,0.17,4.47,2.87,1.0,0.0,0.66,0.0,0.0,900.0,NO,,71.0,,Orthodox,"Mar 05, 1996"
DANYLO VOIEVODKIN,,Heavyweight Division,Male,7.0,0.0,0.0,True,24.0,76.0,265.0,"DEC. 20, 2024",False,12.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,0.46,0.0,9.86,0.0,0.0,12.33,1.0,0.0,12.33,73.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/VOLVEODKIN_DANYLO_R_09-24.png?itok=E_i2QemS,,78.0,,Southpaw,"Jul 19, 2000"
ALEXANDER VOLKANOVSKI,"""THE GREAT""",Featherweight Division,Male,26.0,4.0,0.0,True,36.0,66.0,145.0,"OCT. 15, 2016",False,1157.0,144.0,258.0,13.0,9.0,3.0,972.0,177.0,410.0,0.57,0.38,6.16,3.44,1.78,0.2,0.58,0.7,0.36,949.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/VOLKANOVSKI_ALEXANDER_L_02-17.png?itok=BY1S_z57,,71.5,36.0,Orthodox,"Sep 29, 1988"
JACOB VOLKMANN,"""CHRISTMAS""",Lightweight Division,Male,19.0,7.0,0.0,False,42.0,69.0,156.0,"NOV. 21, 2009",False,,,,0.0,5.0,1.0,,,,0.34,0.48,1.19,1.78,3.19,2.0,0.52,0.52,,,NO,,71.0,,Southpaw,"Sep 05, 1980"
ALEXANDER VOLKOV,"""DRAGO""",Heavyweight Division,Male,38.0,11.0,0.0,True,36.0,79.0,254.5,"NOV. 19, 2016",False,1002.0,149.0,73.0,24.0,10.0,4.0,726.0,287.0,211.0,0.57,0.67,4.97,2.99,0.61,0.24,0.54,0.72,0.24,777.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/VOLKOV_ALEXANDER_L_06-22.png?itok=xYC2DPgd,BRAZILIAN JIU-JITSU,80.0,47.5,Orthodox,"Oct 24, 1988"
JASON VON FLUE,"""LIVE WIRE""",Welterweight Division,Male,14.0,12.0,1.0,False,47.0,72.0,170.0,"JAN. 16, 2006",False,23.0,22.0,0.0,0.0,0.0,2.0,27.0,15.0,3.0,0.36,0.18,1.89,5.55,1.06,1.59,0.53,0.59,0.0,566.0,NO,,,,Orthodox,"Aug 01, 1975"
JORDAN VUCENIC,"""THE EPIDEMIC""",Lightweight Division,Male,13.0,3.0,0.0,True,28.0,70.5,155.0,"AUG. 3, 2024",False,24.0,7.0,3.0,2.0,5.0,6.0,23.0,10.0,1.0,0.4,0.0,2.27,2.0,0.0,0.0,0.56,0.75,1.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/SHADOW_Fighter_fullLength_RED.png?VersionId=niQpXmYT1tbiETIDAxTsCI5FDbiNt9kI&itok=Wcqi-8Me,MMA,73.0,43.0,Orthodox,"Mar 02, 1996"
CHRIS WADE,,Lightweight Division,Male,12.0,3.0,0.0,False,35.0,70.0,155.6,"AUG. 30, 2014",False,74.0,37.0,26.0,0.0,7.0,4.0,66.0,29.0,42.0,0.54,0.52,1.7,1.75,2.6,1.12,0.52,0.55,0.19,692.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/ba44e75c-4bef-4f0d-98f5-315452d2081f%252Fchris-wade_498499_LeftFullBodyImage.png?itok=q8S7F4Vw,,70.0,40.0,Orthodox,"Sep 30, 1987"
NEIL WAIN,"""OLD SKOOL""",Heavyweight Division,Male,13.0,4.0,0.0,False,,70.0,254.0,"OCT. 18, 2008",False,,,,0.0,0.0,0.0,,,,0.5,0.0,2.64,8.57,0.0,0.0,0.43,0.5,,,NO,,,,Orthodox,
TJ WALDBURGER,,Welterweight Division,Male,16.0,9.0,0.0,False,35.0,71.0,171.0,"SEP. 15, 2010",False,,,,0.0,1.0,3.0,,,,0.51,0.46,2.02,2.39,3.03,4.8,0.4,0.4,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/32d9e1b5-72df-45f3-ac32-0e3897991d99%252FTJ-Waldburger-fighter_13185_LeftFullBodyImage.png?itok=c9_-cx6H,,75.0,,Orthodox,"Apr 25, 1988"
CHASE WALDON,,Middleweight Division,Male,11.0,3.0,0.0,True,36.0,73.0,186.0,"JUL. 25, 2017",False,2.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,2.0,0.29,0.33,1.03,6.72,7.76,0.0,0.38,0.0,0.0,116.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/67414e71-06fd-4783-bdab-aa2ba9753a6c%252FChase-Waldon_631550_LeftFullBodyImage.png?itok=nn-1bVhb,,75.0,41.0,Orthodox,"Sep 19, 1986"
