combattant_1,combattant_2,resultat,methode
Conor McGregor,Chad Mendes,0,KO/TKO
Rory MacDonald,Robbie Lawler,1,KO/TKO
Jeremy Stephens,Dennis Bermudez,0,KO/TKO
Brandon Thatch,Gunnar Nelson,1,SUB
Thomas Almeida,Brad Pickett,0,KO/TKO
Tim Means,Matt Brown,1,SUB
Alex Garcia,Mike Swick,0,DEC
Cathal Pendred,John Howard,1,DEC
Cody Garbrandt,Henry Briones,0,DEC
Neil Seery,Louis Smolka,1,DEC
Cody Pfister,Yosdenis Cedeno,0,DEC
Yoel Romero,Lyoto Machida,0,KO/TKO
Santiago Ponzinibbio,Lorenz Larkin,1,KO/TKO
Antonio Carlos Junior,Eddie Gordon,0,SUB
Steve Bosse,Thiago Santos,1,KO/TKO
Hacran Dias,Levan Makashvili,0,DEC
Joe Merritt,Alex Oliveira,1,DEC
Leandro Silva,Lewis Gonzalez,0,DEC
Steve Montgomery,Tony Sims,1,KO/TKO
Sirwan Kakai,Danny Martinez,0,DEC
Joanna Jedrzejczyk,Jessica Penne,0,KO/TKO
Dennis Siver,Tatsuya Kawajiri,1,DEC
Peter Sobotta,Steve Kennedy,0,SUB
Lukasz Sajewski,Nick Hein,1,DEC
Makwan Amirkhani,Masio Fullen,0,SUB
Alan Patrick,Mairbek Taisumov,1,KO/TKO
Arnold Allen,Alan Omer,0,SUB
Niklas Backstrom,Noad Lahat,1,M-DEC
Scott Askham,Antonio Dos Santos,0,KO/TKO
Piotr Hallmann,Magomed Mustafaev,1,KO/TKO
Taylor Lapilus,Yuta Sasaki,0,KO/TKO
Fabricio Werdum,Cain Velasquez,0,SUB
Gilbert Melendez,Eddie Alvarez,1,DEC
Kelvin Gastelum,Nate Marquardt,0,KO/TKO
Charles Rosa,Yair Rodriguez,1,DEC
Tecia Pennington,Angela Hill,0,DEC
Chico Camus,Henry Cejudo,1,DEC
Efrain Escudero,Drew Dober,0,SUB
Alejandro Perez,Patrick Williams,1,SUB
Johnny Case,Francisco Trevino,0,DEC
Augusto Montano,Cathal Pendred,1,DEC
Gabriel Benitez,Clay Collard,0,DEC
Dan Henderson,Tim Boetsch,0,KO/TKO
Matt Mitrione,Ben Rothwell,1,SUB
Dustin Poirier,Yancy Medeiros,0,KO/TKO
Thiago Tavares,Brian Ortega,1,KO/TKO
Anthony Birchak,Joe Soto,0,KO/TKO
Alex Caceres,Francisco Rivera,1,KO/TKO
Shawn Jordan,Derrick Lewis,0,KO/TKO
Brian Ebersole,Omari Akhmedov,1,KO/TKO
Chris Wade,Christos Giagos,0,DEC
Justin Edwards,Joe Proctor,1,SUB
Jake Collier,Ricardo Abreu,0,DEC
Leonardo Morales,Jose Quinonez,1,SUB
Carlos Condit,Thiago Alves,0,KO/TKO
Nik Lentz,Charles Oliveira,1,SUB
Alex Oliveira,KJ Noons,0,SUB
Ryan Jimmo,Francimar Barroso,1,DEC
Francisco Trinaldo,Norman Parke,0,DEC
Wendell Oliveira Marques,Darren Till,1,KO/TKO
Rony Jason,Damon Jackson,0,Overturned
Wilson Reis,Jussier Formiga,1,DEC
Nicolas Dalby,Elizeu Zaleski dos Santos,0,DEC
Lucas Martins,Mirsad Bektic,1,KO/TKO
Juliana Lima,Ericka Almeida,0,DEC
Luiz Dutra,Tom Breese,1,KO/TKO
Daniel Cormier,Anthony Johnson,0,SUB
Vitor Belfort,Chris Weidman,1,KO/TKO
Donald Cerrone,John Makdessi,0,KO/TKO
Travis Browne,Andrei Arlovski,1,KO/TKO
Joseph Benavidez,John Moraga,0,DEC
Zach Makovsky,John Dodson,1,DEC
Dong Hyun Kim,Joshua Burkman,0,SUB
Uriah Hall,Rafael Natal,1,DEC
Colby Covington,Mike Pyle,0,DEC
Leo Kuntz,Islam Makhachev,1,SUB
Justin Scoggins,Josh Sampo,0,DEC
Frankie Edgar,Urijah Faber,0,DEC
Constantinos Philippou,Gegard Mousasi,1,DEC
Mark Munoz,Luke Barnatt,0,DEC
Hyun Gyu Lim,Neil Magny,1,KO/TKO
Phillipe Nover,Yui Chul Nam,0,DEC
Mark Eddiva,Levan Makashvili,1,DEC
Jon Tuck,Tae Hyun Bang,0,SUB
Zhang Lipeng,Kajan Johnson,1,DEC
Li Jingliang,Dhiego Lima,0,KO/TKO
Royston Wee,Guangyou Ning,1,KO/TKO
Jon Delos Reyes,Roldan Sangcha'an,0,SUB
Nolan Ticman,Yao Zhikui,1,DEC
Stipe Miocic,Mark Hunt,0,KO/TKO
Brad Tavares,Robert Whittaker,1,KO/TKO
Sean O'Connell,Anthony Perosh,0,KO/TKO
Jake Matthews,James Vick,1,SUB
Dan Hooker,Hatsu Hioki,0,KO/TKO
Jonavin Webb,Kyle Noke,1,DEC
Sam Alvey,Daniel Kelly,0,KO/TKO
Lisa Ellis,Bec Rawlings,1,SUB
Brad Scott,Dylan Andrews,0,SUB
Kailin Curran,Alex Chambers,1,SUB
Brendan O'Reilly,Vik Grujic,0,DEC
Alptekin Ozkilic,Ben Nguyen,1,KO/TKO
Demetrious Johnson,Kyoji Horiguchi,0,SUB
Fabio Maldonado,Quinton Jackson,1,DEC
Michael Bisping,CB Dollaway,0,DEC
Shane Campbell,John Makdessi,1,KO/TKO
Thomas Almeida,Yves Jabouin,0,KO/TKO
Joe Riggs,Patrick Cote,1,DEC
Alexis Davis,Sarah Kaufman,0,SUB
Bryan Barberena,Chad Laprise,1,DEC
Olivier Aubin-Mercier,David Michaud,0,SUB
Chris Clements,Nordine Taleb,1,DEC
Valerie Letourneau,Jessica Rakoczy,0,DEC
Aisling Daly,Randa Markos,1,DEC
Luke Rockhold,Lyoto Machida,0,SUB
Chris Camozzi,Jacare Souza,1,SUB
Max Holloway,Cub Swanson,0,SUB
Felice Herrig,Paige VanZant,1,DEC
Beneil Dariush,Jim Miller,0,DEC
Patrick Cummins,Ovince Saint Preux,1,KO/TKO
Gian Villante,Corey Anderson,0,KO/TKO
Takeya Mizugaki,Aljamain Sterling,1,SUB
Tim Means,George Sullivan,0,SUB
Jimy Hettes,Diego Brandao,1,KO/TKO
Chris Dempsey,Eddie Gordon,0,DEC
Mirko Filipovic,Gabriel Gonzaga,0,KO/TKO
Jan Blachowicz,Jimi Manuwa,1,DEC
Pawel Pawlak,Sheldon Westcott,0,DEC
Joanne Wood,Maryna Moroz,1,SUB
Leon Edwards,Seth Baczynski,0,KO/TKO
Garreth McLellan,Bartosz Fabinski,1,DEC
Sergio Moraes,Mickael Lebout,0,DEC
Damian Stasiak,Yaotzin Meza,1,DEC
Anthony Hamilton,Daniel Omielanczuk,0,DEC
Izabela Badurek,Aleksandra Albu,1,SUB
Stevie Ray,Marcin Bandel,0,KO/TKO
Rocky Lee,Taylor Lapilus,1,DEC
Chad Mendes,Ricardo Lamas,0,KO/TKO
Jorge Masvidal,Al Iaquinta,1,DEC
Michael Chiesa,Mitch Clarke,0,DEC
Milana Dudieva,Julianna Pena,1,KO/TKO
Clay Guida,Robert Peralta,0,DEC
Diego Ferreira,Dustin Poirier,1,KO/TKO
Liz Carmouche,Lauren Murphy,0,DEC
Gray Maynard,Alexander Yakovlev,1,DEC
Timothy Johnson,Shamil Abdurakhimov,0,KO/TKO
Justin Jones,Ron Stallings,1,DEC
Demian Maia,Ryan LaFlare,0,DEC
Josh Koscheck,Erick Silva,1,SUB
Leonardo Santos,Anthony Rocco Martin,0,SUB
Shayna Baszler,Amanda Nunes,1,KO/TKO
Gilbert Burns,Alex Oliveira,0,SUB
Andre Fili,Godofredo Pepey,1,SUB
Francisco Trinaldo,Akbarh Arreola,0,DEC
Katsunori Kikuno,Edimilson Souza,1,KO/TKO
Leandro Silva,Drew Dober,0,Overturned
Cain Carrizosa,Leonardo Mafra,1,DEC
Christos Giagos,Jorge de Oliveira,0,SUB
Bentley Syler,Fredy Serrano,1,KO/TKO
Rafael Dos Anjos,Anthony Pettis,0,DEC
Carla Esparza,Joanna Jedrzejczyk,1,KO/TKO
Johny Hendricks,Matt Brown,0,DEC
Roy Nelson,Alistair Overeem,1,DEC
Henry Cejudo,Chris Cariaso,0,DEC
Sam Stout,Ross Pearson,1,KO/TKO
Elias Theodorou,Roger Narvaez,0,KO/TKO
Daron Cruickshank,Beneil Dariush,1,SUB
Jared Rosholt,Josh Copeland,0,KO/TKO
Sergio Pettis,Ryan Benoit,1,KO/TKO
Joe Duffy,Jake Lindsey,0,KO/TKO
Larissa Pacheco,Germaine de Randamie,1,KO/TKO
Ronda Rousey,Cat Zingano,0,SUB
Raquel Pennington,Holly Holm,1,DEC
Jake Ellenberger,Josh Koscheck,0,SUB
Richard Walsh,Alan Jouban,1,KO/TKO
Tony Ferguson,Gleison Tibau,0,SUB
Mark Munoz,Roan Carneiro,1,SUB
Roman Salazar,Norifumi Yamamoto,0,CNC
Dhiego Lima,Tim Means,1,KO/TKO
Derrick Lewis,Ruan Potts,0,KO/TKO
James Krause,Valmir Lazaro,1,DEC
Masio Fullen,Alex Torres,0,DEC
Frank Mir,Antonio Silva,0,KO/TKO
Edson Barboza,Michael Johnson,1,DEC
Sam Alvey,Cezar Ferreira,0,KO/TKO
Rustam Khabilov,Adriano Martins,1,DEC
Frankie Saenz,Iuri Alcantara,0,DEC
Sean Strickland,Santiago Ponzinibbio,1,DEC
Marion Reneau,Jessica Andrade,0,SUB
William Macario,Matt Dwyer,1,KO/TKO
Mike de la Torre,Tiago dos Santos e Silva,0,KO/TKO
Cody Gibson,Douglas Silva de Andrade,1,DEC
Ivan Jorge,Josh Shockley,0,DEC
Benson Henderson,Brandon Thatch,0,SUB
Cole Miller,Max Holloway,1,DEC
Neil Magny,Kiichi Kunimoto,0,SUB
Patrick Walsh,Daniel Kelly,1,DEC
Kevin Lee,Michel Prazeres,0,DEC
Chris Kelades,Ray Borg,1,SUB
Efrain Escudero,Rodrigo de Lima,0,DEC
Jim Alers,Chas Skelly,1,KO/TKO
Zach Makovsky,Tim Elliott,0,DEC
Cody Pfister,James Moontasri,1,SUB
Anderson Silva,Nick Diaz,0,Overturned
Kelvin Gastelum,Tyron Woodley,1,DEC
Al Iaquinta,Joe Lauzon,0,KO/TKO
Tim Boetsch,Thales Leites,1,SUB
Thiago Alves,Jordan Mein,0,KO/TKO
Sara McMann,Miesha Tate,1,M-DEC
Derek Brunson,Ed Herman,0,KO/TKO
Ian McCall,John Lineker,1,DEC
Rafael Natal,Tom Watson,0,DEC
Richardson Moreira,Ildemar Alcantara,1,DEC
Thiago Santos,Andy Enz,0,KO/TKO
Anthony Johnson,Alexander Gustafsson,0,KO/TKO
Dan Henderson,Gegard Mousasi,1,KO/TKO
Ryan Bader,Phil Davis,0,DEC
Akira Corassani,Sam Sicilia,1,KO/TKO
Albert Tumenov,Nicholas Musoke,0,DEC
Sultan Aliev,Kenny Robertson,1,KO/TKO
Makwan Amirkhani,Andy Ogle,0,KO/TKO
Stanislav Nedkov,Nikita Krylov,1,SUB
Mairbek Taisumov,Anthony Christodoulou,0,KO/TKO
Paul Redmond,Mirsad Bektic,1,DEC
Viktor Pesta,Konstantin Erokhin,0,DEC
Chris Beal,Neil Seery,1,DEC
Conor McGregor,Dennis Siver,0,KO/TKO
Benson Henderson,Donald Cerrone,1,DEC
Uriah Hall,Ron Stallings,0,KO/TKO
Norman Parke,Gleison Tibau,1,DEC
Cathal Pendred,Sean Spencer,0,DEC
John Howard,Lorenz Larkin,1,KO/TKO
Chris Wade,Zhang Lipeng,0,DEC
Shane Howell,Paddy Holohan,1,DEC
Johnny Case,Frankie Perez,0,KO/TKO
Sean Soriano,Charles Rosa,1,SUB
Sean O'Connell,Matt Van Buren,0,KO/TKO
Tateki Matsuda,Joby Sanchez,1,DEC
Jon Jones,Daniel Cormier,0,DEC
Myles Jury,Donald Cerrone,1,DEC
Brad Tavares,Nate Marquardt,0,DEC
Louis Gaudinot,Kyoji Horiguchi,1,DEC
Hector Lombard,Joshua Burkman,0,Overturned
Danny Castillo,Paul Felder,1,KO/TKO
Cody Garbrandt,Marcus Brimage,0,KO/TKO
Jared Cannonier,Shawn Jordan,1,KO/TKO
Evan Dunham,Rodrigo Damm,0,DEC
Mats Nilsson,Omari Akhmedov,1,DEC
Marion Reneau,Alexis Dufresne,0,DEC
Lyoto Machida,CB Dollaway,0,KO/TKO
Mitch Gagnon,Renan Barao,1,SUB
Patrick Cummins,Antonio Carlos Junior,0,DEC
Elias Silverio,Rashid Magomedov,1,KO/TKO
Erick Silva,Mike Rhodes,0,SUB
Antonio Dos Santos,Daniel Sarafian,1,KO/TKO
Marcos Rogerio de Lima,Igor Pokrajac,0,KO/TKO
Tom Niinimaki,Renato Moicano,1,SUB
Hacran Dias,Darren Elkins,0,DEC
Yuta Sasaki,Leandro Issa,1,SUB
Tim Means,Marcio Alexandre Junior,0,DEC
Jake Collier,Vitor Miranda,1,KO/TKO
Junior Dos Santos,Stipe Miocic,0,DEC
Nate Diaz,Rafael Dos Anjos,1,DEC
Alistair Overeem,Stefan Struve,0,KO/TKO
Gabriel Gonzaga,Matt Mitrione,1,KO/TKO
Joanna Jedrzejczyk,Claudia Gadelha,0,DEC
Willie Gates,John Moraga,1,SUB
Ben Saunders,Joe Riggs,0,SUB
Jamie Varner,Drew Dober,1,SUB
Bryan Barberena,Joe Ellenberger,0,KO/TKO
Garett Whiteley,David Michaud,1,DEC
Henry Cejudo,Dustin Kimura,0,DEC
Anthony Birchak,Ian Entwistle,1,SUB
Carla Esparza,Rose Namajunas,0,SUB
Jeremy Stephens,Charles Oliveira,1,DEC
KJ Noons,Daron Cruickshank,0,CNC
Joe Proctor,Yancy Medeiros,1,SUB
Jessica Penne,Randa Markos,0,DEC
Lisa Ellis,Felice Herrig,1,SUB
Heather Clark,Bec Rawlings,0,DEC
Seo Hee Ham,Joanne Wood,1,DEC
Tecia Pennington,Angela Magana,0,DEC
Alex Chambers,Aisling Daly,1,SUB
Angela Hill,Emily Kagan,0,DEC
Robbie Lawler,Johny Hendricks,0,DEC
Gilbert Melendez,Anthony Pettis,1,SUB
Travis Browne,Brendan Schaub,0,KO/TKO
Anthony Hamilton,Todd Duffee,1,KO/TKO
Tony Ferguson,Abel Trujillo,0,SUB
Francisco Rivera,Urijah Faber,1,SUB
Josh Samman,Eddie Gordon,0,KO/TKO
Justin Jones,Corey Anderson,1,DEC
Raquel Pennington,Ashlee Evans-Smith,0,SUB
Matt Hobar,Sergio Pettis,1,DEC
Clay Collard,Alex White,0,DEC
Frankie Edgar,Cub Swanson,0,SUB
King Green,Edson Barboza,1,DEC
Chico Camus,Brad Pickett,0,DEC
Jared Rosholt,Aleksei Oleinik,1,KO/TKO
Joseph Benavidez,Dustin Ortiz,0,DEC
Isaac Vallie-Flagg,Matt Wiman,1,DEC
Ruslan Magomedov,Josh Copeland,0,DEC
Luke Barnatt,Roger Narvaez,1,DEC
James Vick,Nick Hein,0,DEC
Yves Edwards,Akbarh Arreola,1,SUB
Paige VanZant,Kailin Curran,0,KO/TKO
Juan Manuel Puig,Dooho Choi,1,KO/TKO
Fabricio Werdum,Mark Hunt,0,KO/TKO
Jake Ellenberger,Kelvin Gastelum,1,SUB
Ricardo Lamas,Dennis Bermudez,0,SUB
Chris Heatherly,Augusto Montano,1,KO/TKO
Hector Urbina,Edgar Garcia,0,SUB
Leonardo Morales,Yair Rodriguez,1,DEC
Alejandro Perez,Jose Quinonez,0,DEC
Leslie Smith,Jessica Eye,1,KO/TKO
Gabriel Benitez,Humberto Brown Morrison,0,SUB
Guido Cannetti,Henry Briones,1,SUB
Marco Beltran,Marlon Vera,0,DEC
Ovince Saint Preux,Mauricio Rua,0,KO/TKO
Alan Jouban,Warlley Alves,1,DEC
Claudio Silva,Leon Edwards,0,DEC
Jorge de Oliveira,Dhiego Lima,1,DEC
Juliana Lima,Nina Nunes,0,DEC
Rodolfo Rubio Perez,Diego Rivas,1,DEC
Caio Magalhaes,Trevor Smith,0,KO/TKO
Charlie Brenneman,Leandro Silva,1,SUB
Thomas Almeida,Tim Gorman,0,DEC
Wagner Silva,Colby Covington,1,SUB
Luke Rockhold,Michael Bisping,0,SUB
Ross Pearson,Al Iaquinta,1,KO/TKO
Robert Whittaker,Clint Hester,0,KO/TKO
Walt Harris,Soa Palelei,1,KO/TKO
Jake Matthews,Vagner Rocha,0,SUB
Guto Inocente,Anthony Perosh,1,SUB
Sam Alvey,Dylan Andrews,0,KO/TKO
Richie Vaculik,Louis Smolka,1,KO/TKO
Chris Clements,Vik Grujic,0,KO/TKO
Luke Zachrich,Daniel Kelly,1,SUB
Marcus Brimage,Jumabieke Tuerxun,0,KO/TKO
Jose Aldo,Chad Mendes,0,DEC
Glover Teixeira,Phil Davis,1,DEC
Fabio Maldonado,Hans Stringer,0,KO/TKO
Lucas Martins,Darren Elkins,1,DEC
Beneil Dariush,Diego Ferreira,0,DEC
William Macario,Neil Magny,1,KO/TKO
Yan Cabral,Naoyuki Kotani,0,SUB
Scott Jorgensen,Wilson Reis,1,SUB
Andre Fili,Felipe Arantes,0,DEC
Christos Giagos,Gilbert Burns,1,SUB
Anthony Rocco Martin,Fabricio Camoes,0,SUB
Rory MacDonald,Tarec Saffiedine,0,KO/TKO
Bryan Caraway,Raphael Assuncao,1,DEC
Chad Laprise,Yosdenis Cedeno,0,DEC
Bruno Santos,Elias Theodorou,1,DEC
Nordine Taleb,Li Jingliang,0,DEC
Roman Salazar,Mitch Gagnon,1,SUB
Daron Cruickshank,Anthony Njokuani,0,DEC
Jake Lindsey,Olivier Aubin-Mercier,1,SUB
Paul Felder,Jason Saggo,0,DEC
Paddy Holohan,Chris Kelades,1,DEC
Albert Tumenov,Matt Dwyer,0,KO/TKO
Jerrod Sanders,Pedro Munhoz,1,Overturned
Rick Story,Gunnar Nelson,0,DEC
Akira Corassani,Max Holloway,1,KO/TKO
Jan Blachowicz,Ilir Latifi,0,KO/TKO
Niklas Backstrom,Mike Wilkinson,1,KO/TKO
Magnus Cedenblad,Scott Askham,0,DEC
Alexander Yakovlev,Nicholas Musoke,1,DEC
Dennis Siver,Charles Rosa,0,DEC
Gasan Umalatov,Cathal Pendred,1,DEC
Krzysztof Jotko,Tor Troeng,0,DEC
Marcin Bandel,Mairbek Taisumov,1,KO/TKO
Zubaira Tukhugov,Ernest Chavez,0,KO/TKO
Demetrious Johnson,Chris Cariaso,0,SUB
Eddie Alvarez,Donald Cerrone,1,DEC
Conor McGregor,Dustin Poirier,0,KO/TKO
Tim Kennedy,Yoel Romero,1,KO/TKO
Cat Zingano,Amanda Nunes,0,KO/TKO
Takeya Mizugaki,Dominick Cruz,1,KO/TKO
Jorge Masvidal,James Krause,0,DEC
Patrick Cote,Stephen Thompson,1,DEC
Brian Ebersole,John Howard,0,DEC
Jon Tuck,Kevin Lee,1,DEC
Manvel Gamburyan,Cody Gibson,0,SUB
Mark Hunt,Roy Nelson,0,KO/TKO
Takanori Gomi,Myles Jury,1,KO/TKO
Yoshihiro Akiyama,Amir Sadollah,0,DEC
Rin Nakai,Miesha Tate,1,DEC
Kiichi Kunimoto,Richard Walsh,0,DEC
Jon Delos Reyes,Kyoji Horiguchi,1,KO/TKO
Masanori Kanehara,Alex Caceres,0,DEC
Sam Sicilia,Katsunori Kikuno,1,SUB
Hyun Gyu Lim,Takenori Sato,0,KO/TKO
Michinori Tanaka,Kyung Ho Kang,1,DEC
Johnny Case,Kazuki Tokudome,0,SUB
Dan Hooker,Maximo Blanco,1,DEC
Andrei Arlovski,Antonio Silva,0,KO/TKO
Piotr Hallmann,Gleison Tibau,1,DEC
Leonardo Santos,Efrain Escudero,0,DEC
Wendell Oliveira Marques,Santiago Ponzinibbio,1,KO/TKO
Iuri Alcantara,Russell Doane,0,DEC
Larissa Pacheco,Jessica Andrade,1,SUB
Godofredo Pepey,Dashon Johnson,0,SUB
Igor Araujo,George Sullivan,1,KO/TKO
Francisco Trinaldo,Leandro Silva,0,DEC
Paulo Thiago,Sean Spencer,1,DEC
Rani Yahya,Johnny Bedford,0,SUB
Jacare Souza,Gegard Mousasi,0,SUB
Alistair Overeem,Ben Rothwell,1,KO/TKO
Matt Mitrione,Derrick Lewis,0,KO/TKO
Michael Chiesa,Joe Lauzon,1,KO/TKO
John Moraga,Justin Scoggins,0,SUB
Rodrigo Damm,Al Iaquinta,1,KO/TKO
Rafael Natal,Chris Camozzi,0,DEC
Tateki Matsuda,Chris Beal,1,DEC
Chas Skelly,Sean Soriano,0,DEC
TJ Dillashaw,Joe Soto,0,KO/TKO
Danny Castillo,Tony Ferguson,1,DEC
Bethe Correia,Shayna Baszler,0,KO/TKO
Ramsey Nijem,Diego Ferreira,1,KO/TKO
Yancy Medeiros,Damon Jackson,0,SUB
Lorenz Larkin,Derek Brunson,1,DEC
Anthony Hamilton,Ruan Potts,0,KO/TKO
Cain Carrizosa,Chris Wade,1,SUB
Rafael Dos Anjos,Benson Henderson,0,KO/TKO
Mike Pyle,Jordan Mein,1,KO/TKO
Thales Leites,Francis Carmont,0,KO/TKO
Clay Collard,Max Holloway,1,KO/TKO
James Vick,Valmir Lazaro,0,DEC
Tom Niinimaki,Chas Skelly,1,SUB
Neil Magny,Alex Garcia,0,DEC
Anthony Rocco Martin,Beneil Dariush,1,SUB
Matt Hobar,Aaron Phillips,0,DEC
Chris Heatherly,Ben Saunders,1,SUB
Wilson Reis,Joby Sanchez,0,DEC
Michael Bisping,Cung Le,0,KO/TKO
Dong Hyun Kim,Tyron Woodley,1,KO/TKO
Zhang Lipeng,Brendan O'Reilly,0,DEC
Jianping Yang,Guangyou Ning,1,DEC
Sai Wang,Danny Mitchell,0,DEC
Shinsho Anzai,Alberto Mina,1,KO/TKO
Yuta Sasaki,Roland Delorme,0,SUB
Anying Wang,Colby Covington,1,KO/TKO
Royston Wee,Yao Zhikui,0,DEC
Elizabeth Phillips,Milana Dudieva,1,DEC
Ryan Bader,Ovince Saint Preux,0,DEC
Gray Maynard,Ross Pearson,1,KO/TKO
Tim Boetsch,Brad Tavares,0,KO/TKO
Seth Baczynski,Alan Jouban,1,KO/TKO
Shawn Jordan,Jack May,0,KO/TKO
Robert Peralta,Thiago Tavares,1,SUB
Jussier Formiga,Zach Makovsky,0,DEC
Lauren Murphy,Sara McMann,1,DEC
Tom Watson,Sam Alvey,0,DEC
Nolan Ticman,Frankie Saenz,1,DEC
Robbie Lawler,Matt Brown,0,DEC
Rogerio Nogueira,Anthony Johnson,1,KO/TKO
Dennis Bermudez,Clay Guida,0,SUB
Josh Thomson,King Green,1,DEC
Jorge Masvidal,Daron Cruickshank,0,DEC
Kyle Kingsbury,Patrick Cummins,1,DEC
Tim Means,Hernani Perpetuo,0,DEC
Brian Ortega,Mike de la Torre,1,Overturned
Tiago dos Santos e Silva,Akbarh Arreola,0,DEC
Andreas Stahl,Gilbert Burns,1,DEC
Joanna Jedrzejczyk,Juliana Lima,0,DEC
Steven Siler,Noad Lahat,1,DEC
Conor McGregor,Diego Brandao,0,KO/TKO
Zak Cummings,Gunnar Nelson,1,SUB
Ian McCall,Brad Pickett,0,DEC
Naoyuki Kotani,Norman Parke,1,KO/TKO
Ilir Latifi,Chris Dempsey,0,KO/TKO
Phil Harris,Neil Seery,1,DEC
Cathal Pendred,Mike King,0,SUB
Tor Troeng,Trevor Smith,1,DEC
Nikita Krylov,Cody Donovan,0,KO/TKO
Josh Sampo,Paddy Holohan,1,SUB
Donald Cerrone,Jim Miller,0,KO/TKO
Evan Dunham,Edson Barboza,1,KO/TKO
Rick Story,Leonardo Mafra,0,SUB
Justin Salas,Joe Proctor,1,KO/TKO
John Lineker,Alptekin Ozkilic,0,KO/TKO
Alex White,Lucas Martins,1,KO/TKO
Gleison Tibau,Pat Healy,0,DEC
Jessamyn Duke,Leslie Smith,1,KO/TKO
Aljamain Sterling,Hugo Viana,0,KO/TKO
Jerrod Sanders,Yosdenis Cedeno,1,KO/TKO
Claudia Gadelha,Tina Lahdemaki,0,DEC
Frankie Edgar,BJ Penn,0,KO/TKO
Matt Van Buren,Corey Anderson,1,KO/TKO
Eddie Gordon,Dhiego Lima,0,KO/TKO
Guto Inocente,Derrick Lewis,1,KO/TKO
Dustin Ortiz,Justin Scoggins,0,DEC
Jesse Ronson,Kevin Lee,1,DEC
Leandro Issa,Jumabieke Tuerxun,0,SUB
Juan Manuel Puig,Adriano Martins,1,KO/TKO
Patrick Walsh,Daniel Spohn,0,DEC
Alexis Dufresne,Sarah Moras,1,DEC
Robert Drysdale,Keith Berish,0,Overturned
Chris Weidman,Lyoto Machida,0,DEC
Alexis Davis,Ronda Rousey,1,KO/TKO
Uriah Hall,Thiago Santos,0,DEC
Marcus Brimage,Russell Doane,1,DEC
Urijah Faber,Alex Caceres,0,SUB
Ildemar Alcantara,Kenny Robertson,1,DEC
Bruno Santos,Chris Camozzi,0,DEC
George Roop,Rob Font,1,KO/TKO
Luke Zachrich,Guilherme Vasconcelos,0,DEC
Bubba Bush,Kevin Casey,1,Overturned
Cub Swanson,Jeremy Stephens,0,DEC
Nicholas Musoke,Kelvin Gastelum,1,DEC
Cezar Ferreira,Andrew Craig,0,DEC
Hacran Dias,Ricardo Lamas,1,DEC
Clint Hester,Antonio Braga Neto,0,DEC
James Moontasri,Joe Ellenberger,1,DEC
Diego Ferreira,Colton Smith,0,SUB
Johnny Bedford,Cody Gibson,1,KO/TKO
Marcelo Guimaraes,Andy Enz,0,DEC
Shane Howell,Ray Borg,1,SUB
Aleksei Oleinik,Anthony Hamilton,0,SUB
Nate Marquardt,James Te Huna,0,SUB
Soa Palelei,Jared Rosholt,1,DEC
Charles Oliveira,Hatsu Hioki,0,SUB
Mike Rhodes,Robert Whittaker,1,DEC
Jake Matthews,Dashon Johnson,0,SUB
Roldan Sangcha'an,Richie Vaculik,1,DEC
Vik Grujic,Chris Indich,0,KO/TKO
Rodrigo de Lima,Neil Magny,1,KO/TKO
Dan Hooker,Ian Entwistle,0,KO/TKO
Sean O'Connell,Gian Villante,1,DEC
Demetrious Johnson,Ali Bagautinov,0,DEC
Tyron Woodley,Rory MacDonald,1,DEC
Ryan Bader,Rafael Cavalcante,0,DEC
Brendan Schaub,Andrei Arlovski,1,DEC
Ovince Saint Preux,Ryan Jimmo,0,KO/TKO
Daniel Sarafian,Kiichi Kunimoto,1,SUB
Valerie Letourneau,Elizabeth Phillips,0,DEC
Mike Easton,Yves Jabouin,1,DEC
Tae Hyun Bang,Kajan Johnson,0,KO/TKO
Roland Delorme,Michinori Tanaka,1,DEC
Jason Saggo,Josh Shockley,0,KO/TKO
Benson Henderson,Rustam Khabilov,0,SUB
Ross Pearson,Diego Sanchez,1,DEC
John Dodson,John Moraga,0,KO/TKO
Jason High,Rafael Dos Anjos,1,KO/TKO
Piotr Hallmann,Yves Edwards,0,SUB
Erik Perez,Bryan Caraway,1,SUB
Sergio Pettis,Yaotzin Meza,0,DEC
Bobby Voelker,Lance Benoist,1,DEC
Scott Jorgensen,Danny Martinez,0,DEC
Jake Lindsey,Jon Tuck,1,KO/TKO
Patrick Cummins,Roger Narvaez,0,KO/TKO
Stipe Miocic,Fabio Maldonado,0,KO/TKO
Vitor Miranda,Antonio Carlos Junior,1,DEC
Warlley Alves,Marcio Alexandre Junior,0,SUB
Alexander Yakovlev,Demian Maia,1,DEC
Robert Peralta,Rony Jason,0,DEC
Rodrigo Damm,Rashid Magomedov,1,DEC
Elias Silverio,Ernest Chavez,0,SUB
Paulo Thiago,Gasan Umalatov,1,DEC
Edimilson Souza,Mark Eddiva,0,KO/TKO
Wagner Silva,Ricardo Abreu,1,SUB
Marcos Rogerio de Lima,Richardson Moreira,0,KO/TKO
Matt Hobar,Pedro Munhoz,1,KO/TKO
Gegard Mousasi,Mark Munoz,0,SUB
Francis Carmont,CB Dollaway,1,DEC
Sean Strickland,Luke Barnatt,0,DEC
